,address_lat,address_lng,contributors,currency,loan_identifier,monthLastUpdate,name,prices,yearLastUpdate
265,32.067319,34.781028,197,ILS,1C2R7C3HB2,1,"Tel Aviv-yafo, Israel",7480.0,2016
266,51.039861,13.688816,54,EUR,223C7X42TF,1,"Dresden, Germany",1949.44444444,2016
267,52.540658,13.417918,310,EUR,E4EVG31PW,1,"Berlin, Germany",1854.6,2016
268,53.574516,-1.015526,12,GBP,1GEHGJ3MA6,11,"Doncaster, United Kingdom",990.0,2015
269,46.80969,-71.225329,88,CAD,1XSTPB40DN,1,"Quebec City, Canada",2811.64814815,2016
270,-25.674133,28.211663,89,ZAR,2DZ0CY4GCQ,12,"Pretoria, South Africa",22390.6470588,2015
271,42.700262,23.286768,350,BGN,2ECGYP4H3R,1,"Sofia, Bulgaria",997.566771174,2016
272,53.499801,49.398856,4,USD,2BGTK74B3E,11,"Tolyatti (Togliatti), Russia",450.0,2015
273,-22.864852,-47.046694,81,BRL,27RWT04689,12,"Campinas, Brazil",2385.22222222,2015
274,28.349705,77.328463,21,INR,1Z12EZ4116,10,"Faridabad, India",31800.0,2015
275,53.499801,49.398856,4,USD,2AZ22W4A4R,11,"Tolyatti (Togliatti), Russia",450.0,2015
276,37.977133,23.729875,474,EUR,201V7J41K5,1,"Athens, Greece",717.856953125,2016
277,32.555602,-84.902136,25,USD,21ZQ7P42RC,12,"Columbus, GA, United States",1499.66666667,2015
278,43.418776,-79.75442,24,CAD,1QKA013W2G,12,"Oakville, Canada",2350.0,2015
279,43.599404,-79.703789,82,CAD,19V5CY3FRJ,1,"Mississauga, Canada",2250.11111111,2016
280,37.671699,-122.477072,297,USD,1VSXXJ3ZDX,1,"San Francisco, CA, United States",4199.18947368,2016
281,35.97069,-86.602268,15,USD,13NVNX3CK6,12,"Murfreesboro, TN, United States",2491.53333333,2015
282,28.872807,-81.246436,9,USD,2EK8WN4HGH,12,"Deltona, FL, United States",1700.0,2015
283,34.439178,-119.812776,68,USD,2B690Q4AGA,1,"Santa Barbara, CA, United States",3414.6,2016
284,48.546613,39.387215,2,USD,1V1NSY3Z0N,11,"Lugansk, Ukraine",47.4687299741,2015
285,28.577422,77.309,56,INR,2AXWZP4A2B,12,"Noida, India",31800.0,2015
286,61.485375,21.796887,9,EUR,1GWQCW3MTY,11,"Pori, Finland",3000.0,2015
287,28.349705,77.328463,21,INR,1ZEENN417N,10,"Faridabad, India",31800.0,2015
288,45.483101,9.235804,233,EUR,108P743B4R,1,"Milan, Italy",1659.54157895,2016
289,33.436947,-111.76579,32,USD,1DJ6073JC3,12,"Mesa, AZ, United States",2457.20625,2015
290,32.555602,-84.902136,25,USD,1Z5N014131,12,"Columbus, GA, United States",1499.66666667,2015
291,54.686596,25.275737,146,EUR,1TC73C3YJ4,1,"Vilnius, Lithuania",625.637727029,2016
292,43.584551,15.927135,10,HRK,2BBX9K4AVT,10,"Sibenik, Croatia",4150.0,2015
293,40.708825,-73.827046,1,JMD,2BHJQ54B4X,7,"Richmond, Jamaica",150000.0,2014
294,-7.255091,112.71331,40,IDR,29Z0EK48KX,1,"Surabaya, Indonesia",3926000.0,2016
295,51.53945,-0.096832,867,GBP,1TQ8FV3YTP,1,"London, United Kingdom",1995.42261409,2016
296,51.517035,-0.131344,867,GBP,1YBFQ140P3,1,"London, United Kingdom",1995.42261409,2016
297,44.212298,28.623895,32,RON,1VE3P43Z7W,10,"Constanta, Romania",1425.0,2015
298,35.837901,50.992994,11,USD,1X9P08405P,12,"Karaj, Iran",775.0,2015
299,28.872807,-81.246436,9,USD,2EYKW04J0B,12,"Deltona, FL, United States",1700.0,2015
300,12.973725,80.127679,4,INR,2AXBZK4A1E,12,"Madras, India",23500.0,2015
301,44.408788,8.933717,57,EUR,G8AZE31XX,12,"Genoa, Italy",1679.375,2015
302,38.534324,-122.808062,31,USD,1MSD7H3RMJ,12,"Santa Rosa, CA, United States",3866.66666667,2015
303,47.51213,19.076624,426,HUF,1K4QW53PZS,1,"Budapest, Hungary",170539.485486,2016
304,40.713473,-73.944737,548,USD,19THJ93FQH,1,"New York, NY, United States",3471.96752343,2016
305,32.19089,-110.833431,89,USD,1C3MNE3HBZ,12,"Tucson, AZ, United States",2905.55555556,2015
306,32.861131,-97.004518,9,USD,1PXMPD3V0W,7,"Irving, TX, United States",3207.34166667,2015
307,35.837901,50.992994,11,USD,1XE3W34089,12,"Karaj, Iran",775.0,2015
308,48.525951,-89.215877,25,CAD,23TM3Z441W,11,"Thunder Bay, Canada",2569.85,2015
309,40.726083,-74.228686,48,USD,2AKPN749HD,12,"Newark, NJ, United States",2801.25,2015
310,-1.30217,36.768846,102,KES,28D8G246TZ,12,"Nairobi, Kenya",28597.0,2015
311,61.485375,21.796887,9,EUR,1CEX7J3HMF,11,"Pori, Finland",3000.0,2015
312,61.485375,21.796887,9,EUR,1H2GF53N00,11,"Pori, Finland",3000.0,2015
313,-1.30217,36.768846,102,KES,2AYVVS4A4G,12,"Nairobi, Kenya",28597.0,2015
314,30.19485,-97.876437,226,USD,1TMQMN3YRP,1,"Austin, TX, United States",2856.28055556,2016
315,59.350804,18.059719,261,SEK,26JCYV45GC,1,"Stockholm, Sweden",23566.2954545,2016
316,34.270802,-118.763323,9,USD,18HJ5G3ET4,12,"Simi Valley, CA, United States",2200.0,2015
317,-31.447017,-64.188017,18,USD,1CD5CT3HKV,1,"Cordoba, Argentina",898.6,2016
318,-6.216204,106.963525,8,IDR,1T8JAM3YER,11,"Bekasi, Indonesia",5977500.0,2015
319,28.577422,77.309,56,INR,26W92M45KW,12,"Noida, India",31800.0,2015
320,-6.261709,106.959906,8,IDR,253H2G44RN,11,"Bekasi, Indonesia",5977500.0,2015
321,-37.687074,145.062997,422,AUD,1759ZN3E0W,1,"Melbourne, Australia",4249.66107143,2016
322,37.977133,23.729875,474,EUR,1NH02C3SDK,1,"Athens, Greece",717.856953125,2016
323,-32.288795,115.772824,7,AUD,1K80EX3Q23,11,"Mandurah, Australia",5000.0,2015
324,26.386271,-80.09658,16,USD,1TJH213YQS,12,"Boca Raton, FL, United States",4746.58333333,2015
325,37.402682,-5.983645,50,EUR,RVB0P34NN,12,"Sevilla, Spain",1144.45,2015
326,-25.443494,-49.056411,127,BRL,1ZWSBH41FS,1,"Curitiba, Brazil",1675.0,2016
327,51.550958,-1.785773,22,GBP,19Y2XB3FTK,12,"Swindon, United Kingdom",1649.39,2015
328,61.485375,21.796887,9,EUR,1CM2E93HS0,11,"Pori, Finland",3000.0,2015
329,41.345806,21.557553,12,MKD,1A1RK93FWW,10,"Prilep, Macedonia",13763.0,2015
330,44.429451,26.011088,451,RON,1NB73C3S83,1,"Bucharest, Romania",2141.06965436,2016
331,19.871125,75.324231,25,INR,2BDEJX4AXW,12,"Aurangabad, India",19000.0,2015
332,32.555602,-84.902136,25,USD,225M8K42W8,12,"Columbus, GA, United States",1499.66666667,2015
333,45.458525,9.164262,233,EUR,J0S8K342A,1,"Milan, Italy",1667.74767857,2016
334,-34.496682,150.43243,7,AUD,29SFH448CT,10,"Bowral, Australia",7500.0,2015
335,-25.443494,-49.056411,127,BRL,1TX39H3YYM,1,"Curitiba, Brazil",1675.0,2016
336,28.349705,77.328463,21,INR,1V4KB33Z27,10,"Faridabad, India",31800.0,2015
337,39.580955,-105.128369,192,USD,1PE4FF3THH,12,"Denver, CO, United States",2873.56142857,2015
338,39.461124,-76.248893,2,USD,260SDZ458R,12,"Abingdon, MD, United States",2300.0,2015
339,-12.846628,-38.468195,46,BRL,2CE0S24D4S,1,"Salvador, Brazil",1058.33333333,2016
340,19.205158,72.834045,8,INR,2FA1264JJH,12,"Yamuna Nagar, India",14250.0,2015
341,43.599404,-79.703789,82,CAD,1B28FC3GKG,1,"Mississauga, Canada",2250.11111111,2016
342,61.485375,21.796887,9,EUR,1EJZRE3K1X,11,"Pori, Finland",3000.0,2015
343,26.386271,-80.09658,16,USD,1NX0HC3ST1,12,"Boca Raton, FL, United States",4746.58333333,2015
344,53.766425,-2.339251,7,GBP,1JSHY23PQA,11,"Burnley, United Kingdom",1900.0,2015
345,18.475869,-69.943923,63,DOP,2AYJWK4A3F,1,"Santo Domingo, Dominican Republic",14611.1111111,2016
346,-25.95498,28.11498,4,ZAR,1KBTWC3Q5K,6,"Midrand, South Africa",15000.0,2015
347,46.80969,-71.225329,88,CAD,22QBXS43A0,1,"Quebec City, Canada",2811.64814815,2016
348,46.910057,19.675587,5,HUF,20M6MM41X9,11,"Kecskemet, Hungary",98333.3333333,2015
349,47.225268,5.137244,5,EUR,J0SH7342B,5,"Dijon, France",1700.0,2015
350,12.986224,79.136862,8,INR,18XAXA3F06,5,"Vellore, India",75000.0,2015
351,40.561848,-111.850968,100,USD,1FH8D93KMK,1,"Salt Lake City, UT, United States",3354.39,2016
352,-26.892182,-48.658285,8,BRL,19YKBA3FTY,10,"Itajai, Brazil",1300.0,2015
353,28.349705,77.328463,21,INR,1VAH5B3Z5J,10,"Faridabad, India",31800.0,2015
354,53.766425,-2.339251,7,GBP,1KJ7K03QAG,11,"Burnley, United Kingdom",1900.0,2015
355,-37.687074,145.062997,422,AUD,16009H3DJ9,1,"Melbourne, Australia",4249.66107143,2016
356,-11.960487,-77.048053,112,PEN,2D04SN4EC5,1,"Lima, Peru",1785.71428571,2016
357,48.546613,39.387215,2,USD,1WYHF63ZZ6,11,"Lugansk, Ukraine",47.4687299741,2015
358,51.517035,-0.131344,867,GBP,1X7D4W4046,1,"London, United Kingdom",1995.42261409,2016
359,25.456048,-100.99027,13,MXN,28NR93476V,9,"Saltillo, Mexico",7454.0,2015
360,45.607591,15.245681,1,EUR,2F7A8F4JF6,12,"Crnomelj, Slovenia",881.0,2015
361,34.064353,-118.375347,4,USD,15DVBF3D88,11,"West Hollywood, CA, United States",3900.0,2015
362,40.145035,-76.215697,19,USD,1RNV4K3X5P,12,"Lancaster, PA, United States",2350.0,2015
363,52.530561,13.386689,310,EUR,1ZK8WN41AY,1,"Berlin, Germany",1854.6,2016
364,40.084947,-89.741431,28,USD,1447JD3CSD,1,"Springfield, IL, United States",2373.39375,2016
365,40.726083,-74.228686,48,USD,2AKJVJ49H4,12,"Newark, NJ, United States",2801.25,2015
366,-6.957385,107.63927,53,IDR,2BGMQE4B35,12,"Bandung, Indonesia",3060000.0,2015
367,32.067319,34.781028,197,ILS,223Y7R42TM,1,"Tel Aviv-yafo, Israel",7480.0,2016
368,39.461124,-76.248893,2,USD,260SQT458T,12,"Abingdon, MD, United States",2300.0,2015
369,28.409376,-81.227542,145,USD,218QN342AC,12,"Orlando, FL, United States",3137.06666667,2015
370,-6.261709,106.959906,8,IDR,1QGDEH3VZD,11,"Bekasi, Indonesia",5977500.0,2015
371,43.599404,-79.703789,82,CAD,1B28CV3GKE,1,"Mississauga, Canada",2250.11111111,2016
372,53.766425,-2.339251,7,GBP,1HMCBJ3NFH,11,"Burnley, United Kingdom",1900.0,2015
373,-22.798647,-43.180841,25,BRL,255B1844SG,12,"Niteroi, Brazil",3333.33333333,2015
374,35.899404,-79.024942,15,USD,X26JY36EN,12,"Chapel Hill, NC, United States",2800.0,2015
375,33.503453,-102.023505,29,USD,17KDTB3E7A,12,"Lubbock, TX, United States",2217.475,2015
376,35.899404,-79.024942,15,USD,SW7F9350W,12,"Chapel Hill, NC, United States",2800.0,2015
377,45.607591,15.245681,1,EUR,1ZFDMW4184,12,"Crnomelj, Slovenia",881.0,2015
378,53.818569,-1.572518,96,GBP,21Z91942R5,1,"Leeds, United Kingdom",1659.33333333,2016
379,46.2977,16.344015,16,HRK,1X8CCE404V,12,"Varazdin, Croatia",4200.0,2015
380,43.584551,15.927135,10,HRK,1RSR303XBA,10,"Sibenik, Croatia",4150.0,2015
381,40.145035,-76.215697,19,USD,1Z13HE4118,12,"Lancaster, PA, United States",2350.0,2015
382,52.530561,13.386689,310,EUR,1ZK33Z41AE,1,"Berlin, Germany",1854.6,2016
383,35.899404,-79.024942,15,USD,10WP0Q3BEJ,12,"Chapel Hill, NC, United States",2800.0,2015
384,-22.798647,-43.180841,25,BRL,255BTX44SP,12,"Niteroi, Brazil",3333.33333333,2015
385,51.550954,-1.781141,22,GBP,200H9241J8,12,"Swindon, United Kingdom",1649.39,2015
386,-7.255091,112.71331,40,IDR,26W45J45KT,1,"Surabaya, Indonesia",3926000.0,2016
387,45.507703,-73.552247,422,CAD,28WYFK47EP,1,"Montreal, Canada",2665.00950613,2016
388,43.418776,-79.75442,24,CAD,1QGEP13VZH,12,"Oakville, Canada",2350.0,2015
389,61.485375,21.796887,9,EUR,1CEW383HME,11,"Pori, Finland",3000.0,2015
390,36.101031,-79.820668,35,USD,2DAB8P4F3P,12,"Greensboro, NC, United States",3302.83333333,2015
391,51.550954,-1.781141,22,GBP,205P7K41NH,12,"Swindon, United Kingdom",1649.39,2015
392,-1.286641,36.826108,102,KES,14KF6A3CZZ,12,"Nairobi, Kenya",28597.0,2015
393,37.804199,-122.407146,297,USD,21BF1A42C6,1,"San Francisco, CA, United States",4199.18947368,2016
394,-25.674133,28.211663,89,ZAR,264M1V45AN,12,"Pretoria, South Africa",22390.6470588,2015
395,53.818569,-1.572518,96,GBP,25G5TT4506,1,"Leeds, United Kingdom",1659.33333333,2016
396,-22.798647,-43.180841,25,BRL,28YKAT47H3,12,"Niteroi, Brazil",3333.33333333,2015
397,-7.141522,-34.908272,26,BRL,2D82KC4EXS,12,"Joao Pessoa, Brazil",900.0,2015
398,-43.546061,172.666936,110,NZD,19FCHN3FFD,12,"Christchurch, New Zealand",2811.11111111,2015
399,25.856767,-80.181772,162,USD,1T7WP43YDJ,1,"Miami, FL, United States",3005.28235294,2016
400,40.708825,-73.827046,1,JMD,2BQ7QR4BHE,7,"Richmond, Jamaica",150000.0,2014
401,44.212298,28.623895,32,RON,1QNRZW3W4P,10,"Constanta, Romania",1425.0,2015
402,40.088233,-76.276765,19,USD,1HKEAE3NDX,12,"Lancaster, PA, United States",2350.0,2015
403,43.596659,-79.708893,82,CAD,1X4ANW4024,1,"Mississauga, Canada",2250.11111111,2016
404,32.861131,-97.004518,9,USD,1P69PB3T9H,7,"Irving, TX, United States",3207.34166667,2015
405,12.998183,77.642797,578,INR,2DHXRM4FNV,1,"Bangalore, India",45535.3902344,2016
406,53.069756,8.823655,35,EUR,1ZZTN041HG,11,"Bremen, Germany",2210.0,2015
407,46.2977,16.344015,16,HRK,1X8C5Y404Q,12,"Varazdin, Croatia",4200.0,2015
408,-25.443494,-49.056411,127,BRL,1KJ1CY3QAA,1,"Curitiba, Brazil",1675.0,2016
409,13.051637,80.213614,4,INR,23H57B43WC,12,"Madras, India",23500.0,2015
410,43.596659,-79.708893,82,CAD,1VMHJ03ZAR,1,"Mississauga, Canada",2250.11111111,2016
411,45.005058,-93.290402,151,USD,1XEABN408H,12,"Minneapolis, MN, United States",3149.27941176,2015
412,44.408788,8.933717,57,EUR,QD2RZ34DS,12,"Genoa, Italy",1679.375,2015
413,33.93336,-84.701591,23,USD,29S9HD48C9,12,"Marietta, GA, United States",1700.0,2015
414,61.485375,21.796887,9,EUR,1FQHQF3KTP,11,"Pori, Finland",3000.0,2015
415,-6.26634,106.924772,8,IDR,1M1Y5X3QNK,11,"Bekasi, Indonesia",5977500.0,2015
416,-1.294718,36.887131,102,KES,1MGKGY3R5N,12,"Nairobi, Kenya",28597.0,2015
417,26.386271,-80.09658,16,USD,1TSGD03YW1,12,"Boca Raton, FL, United States",4746.58333333,2015
418,53.069756,8.823655,35,EUR,1ZZTCZ41H7,11,"Bremen, Germany",2210.0,2015
419,45.483101,9.235804,233,EUR,1ZE0JS417F,1,"Milan, Italy",1667.74767857,2016
420,37.804199,-122.407146,297,USD,21BE0J42C3,1,"San Francisco, CA, United States",4199.18947368,2016
421,52.510964,13.304994,310,EUR,G8AQK31XW,1,"Berlin, Germany",1854.6,2016
422,12.937828,80.151819,4,INR,23XTDE444M,12,"Madras, India",23500.0,2015
423,28.577422,77.309,56,INR,2B33DE4AA7,12,"Noida, India",31800.0,2015
424,-25.826142,28.255221,2,ZAR,1ZP8ZA41CD,6,"Verwoerdburg, South Africa",27000.0,2015
425,24.812038,93.915877,9,INR,15EZKP3D8J,10,"Imphal, India",12000.0,2015
426,53.852474,-1.83484,27,GBP,1X68GP403F,11,"Bradford, United Kingdom",1166.66666667,2015
427,51.039861,13.688816,54,EUR,21C97042CZ,1,"Dresden, Germany",1949.44444444,2016
428,43.584551,15.927135,10,HRK,1N0QHV3RSZ,10,"Sibenik, Croatia",4150.0,2015
429,-5.821232,-35.230949,45,BRL,1Z330V4122,12,"Natal, Brazil",1600.0,2015
430,45.483101,9.235804,233,EUR,23NPPX43Z5,1,"Milan, Italy",1667.74767857,2016
431,28.349705,77.328463,21,INR,1T6CZ83YC9,10,"Faridabad, India",31800.0,2015
432,-22.798647,-43.180841,25,BRL,25B40A44X2,12,"Niteroi, Brazil",3333.33333333,2015
433,37.977133,23.729875,474,EUR,1YZFSV410A,1,"Athens, Greece",717.856953125,2016
434,37.977133,23.729875,474,EUR,1SCQN53XVY,1,"Athens, Greece",717.856953125,2016
435,41.05251,28.989059,655,TRY,249GNP44C8,1,"Istanbul, Turkey",1999.0559375,2016
436,29.57058,-81.199211,7,USD,120RRA3BXC,12,"Palm Coast, FL, United States",2583.33333333,2015
437,32.067319,34.781028,197,ILS,1MGRAX3R5T,1,"Tel Aviv-yafo, Israel",7480.0,2016
438,32.555602,-84.902136,25,USD,21R5DB42KN,12,"Columbus, GA, United States",1499.66666667,2015
439,-43.546061,172.666936,110,NZD,1D7KGA3J65,12,"Christchurch, New Zealand",2811.11111111,2015
440,51.550958,-1.785773,22,GBP,1FFXCG3KKW,12,"Swindon, United Kingdom",1649.39,2015
441,39.15187,-76.634516,95,USD,1HXSR73NTJ,1,"Baltimore, MD, United States",3226.46136364,2016
442,49.896816,-97.28937,148,CAD,YXC5K39WQ,1,"Winnipeg, Canada",2827.875,2016
443,47.421556,8.302713,14,CHF,2874KD46MV,12,"Baden, Switzerland",5000.0,2015
444,43.599404,-79.703789,82,CAD,19NX8A3FNA,1,"Mississauga, Canada",2250.11111111,2016
445,1.321267,103.741124,569,SGD,281PZZ46FD,1,"Singapore, Singapore",4219.46424104,2016
446,-25.443494,-49.056411,127,BRL,1KHSGB3QA6,1,"Curitiba, Brazil",1675.0,2016
447,41.019867,29.100257,655,TRY,2DN1YD4FV1,1,"Istanbul, Turkey",1999.0559375,2016
448,51.550958,-1.785773,22,GBP,1D90BY3J6S,12,"Swindon, United Kingdom",1649.39,2015
449,32.19089,-110.833431,89,USD,1CGQBN3HPD,12,"Tucson, AZ, United States",2905.55555556,2015
450,46.80969,-71.225329,88,CAD,1Y0VAR40GD,1,"Quebec City, Canada",2811.64814815,2016
451,40.708825,-73.827046,1,JMD,23BZBT43R7,7,"Richmond, Jamaica",150000.0,2014
452,-6.212867,106.690819,22,IDR,1FCP8C3KGP,1,"Tangerang, Indonesia",4000000.0,2016
453,32.067319,34.781028,197,ILS,21TKTE42NP,1,"Tel Aviv-yafo, Israel",7480.0,2016
454,34.045806,-118.250712,323,USD,13D4EK3CFP,1,"Los Angeles, CA, United States",3094.83787879,2016
455,53.499801,49.398856,4,USD,2BJMEY4B6C,11,"Tolyatti (Togliatti), Russia",450.0,2015
456,46.80969,-71.225329,88,CAD,22EG5V432W,1,"Quebec City, Canada",2811.64814815,2016
457,11.060426,76.973628,69,INR,1ZN4FG41BT,12,"Coimbatore, India",20863.6363636,2015
458,51.517035,-0.131344,867,GBP,1VMMMR3ZAW,1,"London, United Kingdom",1995.42261409,2016
459,40.561848,-111.850968,100,USD,1G5A0V3M49,1,"Salt Lake City, UT, United States",3354.39,2016
460,-26.033076,28.077629,24,ZAR,22Z8XN43E4,12,"Sandton, South Africa",31500.0,2015
461,32.067319,34.781028,197,ILS,1DEPR33JA0,1,"Tel Aviv-yafo, Israel",7480.0,2016
462,-7.255091,112.71331,40,IDR,28SNQ947AB,1,"Surabaya, Indonesia",3926000.0,2016
463,51.05786,4.482376,8,EUR,1TPJ4Y3YSQ,12,"Mechelen, Belgium",2000.0,2015
464,34.270802,-118.763323,9,USD,19EBA03FEK,12,"Simi Valley, CA, United States",2200.0,2015
465,-12.846628,-38.468195,46,BRL,2CE2BS4D58,1,"Salvador, Brazil",1058.33333333,2016
466,-37.687074,145.062997,422,AUD,1751XZ3E0Q,1,"Melbourne, Australia",4249.66107143,2016
467,-25.651639,28.132589,89,ZAR,1TQ3T13YTD,12,"Pretoria, South Africa",22390.6470588,2015
468,28.349705,77.328463,21,INR,1W1V0K3ZJB,10,"Faridabad, India",31800.0,2015
469,32.067319,34.781028,197,ILS,15NZ7B3DD8,1,"Tel Aviv-yafo, Israel",7480.0,2016
470,52.402488,0.26782,75,GBP,1XTFHW40E5,1,"Cambridge, United Kingdom",2016.66666667,2016
471,51.517035,-0.131344,867,GBP,1TF9F23YND,1,"London, United Kingdom",1995.42261409,2016
472,33.496281,-102.022011,29,USD,18ZKEX3F27,12,"Lubbock, TX, United States",2217.475,2015
473,46.2977,16.344015,16,HRK,1SC12X3XVF,12,"Varazdin, Croatia",4200.0,2015
474,34.064353,-118.375347,4,USD,19R8VM3FPC,11,"West Hollywood, CA, United States",3900.0,2015
475,13.072373,80.199958,4,INR,1RXA8C3XF6,12,"Madras, India",23500.0,2015
476,-6.182666,106.662338,22,IDR,1A7RZ33G2K,1,"Tangerang, Indonesia",4000000.0,2016
477,-6.261709,106.959906,8,IDR,1P4J043T72,11,"Bekasi, Indonesia",5977500.0,2015
478,39.15187,-76.634516,95,USD,1PMS6R3TNB,1,"Baltimore, MD, United States",3226.46136364,2016
479,32.067319,34.781028,197,ILS,16K1M83DQW,1,"Tel Aviv-yafo, Israel",7480.0,2016
480,12.937828,80.151819,4,INR,20YAE64239,12,"Madras, India",23500.0,2015
481,37.671699,-122.477072,297,USD,1VXSAC3ZFJ,1,"San Francisco, CA, United States",4199.18947368,2016
482,35.952942,-86.657439,111,USD,23CCZA43RY,12,"Nashville, TN, United States",3190.88888889,2015
483,48.191427,16.279352,182,EUR,2CQ8D84DVK,1,"Vienna, Austria",1889.936,2016
484,46.80969,-71.225329,88,CAD,24P8TA44JP,1,"Quebec City, Canada",2811.64814815,2016
485,-1.243664,116.899927,12,IDR,2FE4XR4JSM,7,"Balikpapan, Indonesia",7659333.33333,2015
486,32.067319,34.781028,197,ILS,1CH4BP3HQ5,1,"Tel Aviv-yafo, Israel",7480.0,2016
487,53.499801,49.398856,4,USD,2C84JX4CKK,11,"Tolyatti (Togliatti), Russia",450.0,2015
488,43.7807,-88.441767,5,USD,1MHK3N3R72,10,"Fond du Lac, WI, United States",2569.47,2015
489,43.584551,15.927135,10,HRK,1JS98B3PQ2,10,"Sibenik, Croatia",4150.0,2015
490,35.837901,50.992994,11,USD,21C8DT42CP,12,"Karaj, Iran",775.0,2015
491,-25.443494,-49.056411,127,BRL,1Q3DMF3V9W,1,"Curitiba, Brazil",1675.0,2016
492,53.818569,-1.572518,96,GBP,25JGKT451B,1,"Leeds, United Kingdom",1659.33333333,2016
493,32.067319,34.781028,197,ILS,14WEAY3D2E,1,"Tel Aviv-yafo, Israel",7480.0,2016
494,-7.238452,112.734996,40,IDR,1PNJJ33TNQ,1,"Surabaya, Indonesia",3926000.0,2016
495,29.57058,-81.199211,7,USD,1A3DTQ3FYS,12,"Palm Coast, FL, United States",2583.33333333,2015
496,52.510964,13.304994,310,EUR,12ZRMW3C9C,1,"Berlin, Germany",1854.6,2016
497,36.516542,-87.310085,9,USD,16CMK03DNW,12,"Clarksville, TN, United States",900.0,2015
498,51.550958,-1.785773,22,GBP,1KFGQY3Q90,12,"Swindon, United Kingdom",1649.39,2015
499,46.80969,-71.225329,88,CAD,2446JG449C,1,"Quebec City, Canada",2811.64814815,2016
500,36.101031,-79.820668,35,USD,2ABQGF496K,12,"Greensboro, NC, United States",3302.83333333,2015
501,-37.687074,145.062997,422,AUD,17X3CR3EBH,1,"Melbourne, Australia",4249.66107143,2016
502,40.462547,-80.054547,130,USD,262SZQ459Y,1,"Pittsburgh, PA, United States",2433.57884615,2016
503,34.270802,-118.763323,9,USD,19999N3FAZ,12,"Simi Valley, CA, United States",2200.0,2015
504,42.993293,-83.692807,22,USD,1QXGW63WC0,11,"Flint, MI, United States",1439.19,2015
505,32.555602,-84.902136,25,USD,22A9PD42Z4,12,"Columbus, GA, United States",1499.66666667,2015
506,61.485375,21.796887,9,EUR,1HM3E23NF7,11,"Pori, Finland",3000.0,2015
507,61.485375,21.796887,9,EUR,1HMFRR3NFV,11,"Pori, Finland",3000.0,2015
508,32.067319,34.781028,197,ILS,1DWE8B3JMF,1,"Tel Aviv-yafo, Israel",7480.0,2016
509,51.53945,-0.096832,867,GBP,1VHK1R3Z9C,1,"London, United Kingdom",1995.42261409,2016
510,51.517035,-0.131344,867,GBP,2293WP42YA,1,"London, United Kingdom",1995.42261409,2016
511,47.412771,18.915021,2,HUF,1Y8MB340MC,10,"Érd, Hungary",118696.453406,2015
512,44.212298,28.623895,32,RON,20J4GA41WB,10,"Constanta, Romania",1425.0,2015
513,39.15187,-76.634516,95,USD,1PEY123TJJ,1,"Baltimore, MD, United States",3226.46136364,2016
514,32.067319,34.781028,197,ILS,2D508M4EP2,1,"Tel Aviv-yafo, Israel",7480.0,2016
515,40.708825,-73.827046,1,JMD,26V6GG45KN,7,"Richmond, Jamaica",150000.0,2014
516,56.945316,24.115333,176,EUR,22M0QM4388,1,"Riga, Latvia",619.9375,2016
517,51.53945,-0.096832,867,GBP,1X61C94035,1,"London, United Kingdom",1995.42261409,2016
518,52.510964,13.304994,310,EUR,12ZQC13C9A,1,"Berlin, Germany",1854.6,2016
519,52.402488,0.26782,75,GBP,1TM8533YRA,1,"Cambridge, United Kingdom",2016.66666667,2016
520,18.956946,72.817666,520,INR,2B14PJ4A84,1,"Mumbai, India",45108.4596842,2016
521,40.708825,-73.827046,1,JMD,20ZBEM4240,7,"Richmond, Jamaica",150000.0,2014
522,32.067319,34.781028,197,ILS,14WD5T3D2C,1,"Tel Aviv-yafo, Israel",7480.0,2016
523,35.837901,50.992994,11,USD,1XE3GM4082,12,"Karaj, Iran",775.0,2015
524,40.708825,-73.827046,1,JMD,2BF95T4B1J,7,"Richmond, Jamaica",150000.0,2014
525,40.145035,-76.215697,19,USD,1QTKQF3W8S,12,"Lancaster, PA, United States",2350.0,2015
526,28.349705,77.328463,21,INR,21K77342H3,10,"Faridabad, India",31800.0,2015
527,53.584482,-2.393858,10,GBP,1J2RTW3NZ3,10,"Bolton, United Kingdom",1498.25,2015
528,40.713473,-73.944737,548,USD,1K0XRH3PXQ,1,"New York, NY, United States",3471.96752343,2016
529,52.402488,0.26782,75,GBP,2141Z84277,1,"Cambridge, United Kingdom",2016.66666667,2016
530,51.53945,-0.096832,867,GBP,1WVDSG3ZX3,1,"London, United Kingdom",1995.42261409,2016
531,-6.221791,106.891523,220,IDR,1PJ2X93TM2,12,"Jakarta, Indonesia",6064285.71429,2015
532,47.225268,5.137244,5,EUR,KJ4SR3479,5,"Dijon, France",1700.0,2015
533,28.349705,77.328463,21,INR,1X78JY403X,10,"Faridabad, India",31800.0,2015
534,37.977133,23.729875,474,EUR,1RFQPT3WY9,1,"Athens, Greece",717.856953125,2016
535,40.7247,-73.563907,4,USD,1W3WTN3ZK6,9,"Hempstead, NY, United States",2690.42,2014
536,40.088233,-76.276765,19,USD,1KAE7E3Q52,12,"Lancaster, PA, United States",2350.0,2015
537,-22.101539,-50.169648,3,BRL,1GEFN53MA3,12,"Marilia, Brazil",1000.0,2015
538,61.485375,21.796887,9,EUR,1HZ9VS3NW7,11,"Pori, Finland",3000.0,2015
